time,localTime,batteryPercent,charging,connected,bytesSent,bytesReceived,runningProc,memUsageMB,hungriestProc,hungryProcMem
1699877698,02:14 PM,90,No,Yes,100431161,543665929,90,6669.13,svchost.exe,1148.87
1699877758,02:15 PM,89,No,Yes,100444103,543707590,90,6786.91,svchost.exe,1157.88
1699877819,02:16 PM,89,No,Yes,100448066,543735120,90,6654.65,svchost.exe,1136.59
1699877879,02:17 PM,89,No,Yes,100465917,543893623,90,6730.43,svchost.exe,1153.49
1699877940,02:19 PM,89,No,Yes,100481479,543950701,91,6794.04,svchost.exe,1152.77
1699878001,02:20 PM,88,No,Yes,100522758,544041722,91,6729.35,svchost.exe,1143.8
1699878061,02:21 PM,88,No,Yes,100530125,544073215,91,6715.38,svchost.exe,1133.12
1699878122,02:22 PM,88,No,Yes,100547452,544139262,91,6724.86,svchost.exe,1133.86
1699878182,02:23 PM,87,No,Yes,100599625,544436413,91,6708.68,svchost.exe,1117.88
1699878243,02:24 PM,87,No,Yes,100607636,544535984,91,6661.26,svchost.exe,1075.03
1699878303,02:25 PM,87,No,Yes,100612530,544567456,90,6683.22,svchost.exe,1079.9
1699878364,02:26 PM,86,No,Yes,100691944,544915972,91,6959.46,svchost.exe,1082.67
1699878424,02:27 PM,86,No,Yes,100726233,544991778,91,6682.16,svchost.exe,1081.22
1699878486,02:28 PM,86,No,Yes,100733283,545019639,91,6654.45,svchost.exe,1072.51
1699878546,02:29 PM,85,No,Yes,100739074,545054426,90,6670.38,svchost.exe,1084.36
1699878607,02:30 PM,85,No,Yes,100742574,545075748,90,6661.43,svchost.exe,1076.43
1699878667,02:31 PM,85,No,Yes,101193873,547251361,90,7133.1,msedge.exe,1404.23
1699878728,02:32 PM,84,No,Yes,101218752,547279199,91,6935.93,msedge.exe,1278.54
1699878788,02:33 PM,84,No,Yes,101856968,551351162,91,7534.46,msedge.exe,1868.54
1699878849,02:34 PM,84,No,Yes,101880058,551404097,91,7345.42,msedge.exe,1683.94
1699878909,02:35 PM,83,No,Yes,102818073,555005601,91,7401.36,msedge.exe,1743.87
1699878970,02:36 PM,83,No,Yes,102836403,555039157,91,7411.9,msedge.exe,1759.16
1699879031,02:37 PM,83,No,Yes,102868045,555085228,91,7367.79,msedge.exe,1727.86
1699879091,02:38 PM,82,No,Yes,103154546,556202943,92,8380.99,msedge.exe,1718.01
1699879152,02:39 PM,82,No,Yes,103302153,556385874,92,8353.36,msedge.exe,1717.32
1699879212,02:40 PM,82,No,Yes,103315305,556415306,92,8304.02,msedge.exe,1698.9
1699879273,02:41 PM,81,No,Yes,103611329,557310167,92,8266.39,msedge.exe,1681.47
1699879333,02:42 PM,81,No,Yes,103643900,557394765,92,8248.67,msedge.exe,1670.48
1699879394,02:43 PM,81,No,Yes,103667668,557472185,92,8088.5,msedge.exe,1616.88
1699879454,02:44 PM,80,No,Yes,103673824,557497446,92,8073.92,msedge.exe,1610.65
1699879515,02:45 PM,80,No,Yes,103747441,557788408,93,8200.71,msedge.exe,1635.44
1699879576,02:46 PM,79,No,Yes,103757126,557812708,91,8160.14,msedge.exe,1620.92
1699879636,02:47 PM,79,No,Yes,103766541,557845397,91,8138.25,msedge.exe,1618.31
1699879697,02:48 PM,79,No,Yes,103830405,558039865,92,8381.04,msedge.exe,1645.46
1699879757,02:49 PM,79,No,Yes,103845360,558074501,92,8309.42,msedge.exe,1610.98
1699879818,02:50 PM,78,No,Yes,103860010,558123063,91,8279.47,msedge.exe,1610.53
1699879878,02:51 PM,78,No,Yes,103875327,558162591,91,8275.26,msedge.exe,1610.5
1699879939,02:52 PM,78,No,Yes,103890338,558216791,92,8321.23,msedge.exe,1611.79
1699880000,02:53 PM,77,No,Yes,103894032,558233482,91,8088.79,msedge.exe,1600.15
1699880060,02:54 PM,77,No,Yes,103916501,558283561,91,8080.48,msedge.exe,1598.67
1699880121,02:55 PM,77,No,Yes,103920976,558301709,91,8059.31,msedge.exe,1598.67
1699880181,02:56 PM,76,No,Yes,103932108,558343076,91,8027.34,msedge.exe,1598.71
1699880242,02:57 PM,76,No,Yes,103940282,558364647,91,7983.03,msedge.exe,1598.76
1699880302,02:58 PM,76,No,Yes,103943199,558392508,91,7973.91,msedge.exe,1598.53
1699880363,02:59 PM,75,No,Yes,103952454,558419165,91,7977.27,msedge.exe,1598.72
1699880423,03:00 PM,75,No,Yes,103972386,558477114,91,8164.08,msedge.exe,1598.77
1699880484,03:01 PM,75,No,Yes,103977321,558494021,91,8104.55,msedge.exe,1598.65
1699880544,03:02 PM,75,No,Yes,103989926,558529436,91,8065.49,msedge.exe,1590.92
1699880605,03:03 PM,74,No,Yes,104000291,558565142,91,8065.53,msedge.exe,1588.92
1699880665,03:04 PM,74,No,Yes,104006690,558593398,91,8039.45,msedge.exe,1590.56
1699880726,03:05 PM,74,No,Yes,104010943,558608276,91,7792.08,msedge.exe,1360.44
1699880786,03:06 PM,73,No,Yes,104014145,558650629,91,7787.0,msedge.exe,1363.92
1699880847,03:07 PM,73,No,Yes,104017686,558667226,91,7540.9,msedge.exe,1097.53
1699880907,03:08 PM,73,No,Yes,104218584,559657792,93,7847.54,msedge.exe,1128.05
1699880968,03:09 PM,72,No,Yes,104235274,559697655,93,7874.78,msedge.exe,1161.41
1699881028,03:10 PM,72,No,Yes,104245352,559741681,92,7862.01,msedge.exe,1158.98
1699881089,03:11 PM,72,No,Yes,104251415,559765292,92,7865.58,msedge.exe,1159.08
1699881150,03:12 PM,71,No,Yes,104256607,559794951,93,7917.9,msedge.exe,1159.04
1699881210,03:13 PM,71,No,Yes,104259945,559810193,91,7871.02,msedge.exe,1160.14
1699881271,03:14 PM,71,No,Yes,104262964,559840175,91,7855.4,msedge.exe,1158.86
1699881331,03:15 PM,70,No,Yes,104284449,559896639,91,7941.7,msedge.exe,1158.82
1699881392,03:16 PM,70,No,Yes,104287141,559924159,92,7892.11,msedge.exe,1158.71
1699881452,03:17 PM,70,No,Yes,104291287,559941173,92,7842.92,msedge.exe,1157.49
1699881513,03:18 PM,69,No,Yes,104293717,559968535,91,7827.73,msedge.exe,1157.71
1699881573,03:19 PM,69,No,Yes,104297633,559985966,91,7824.64,msedge.exe,1157.62
1699881634,03:20 PM,69,No,Yes,104303294,560020974,91,7809.84,msedge.exe,1157.54
1699881694,03:21 PM,69,No,Yes,104317845,560062957,91,7837.24,msedge.exe,1157.66
1699881755,03:22 PM,68,No,Yes,104323418,560095020,91,7674.54,msedge.exe,1153.11
1699881815,03:23 PM,68,No,Yes,104329139,560115541,91,7671.76,msedge.exe,1153.14
1699881876,03:24 PM,68,No,Yes,104333468,560153326,91,7651.65,msedge.exe,1153.1
1699881936,03:25 PM,67,No,Yes,104337263,560170445,91,7736.17,msedge.exe,1153.16
1699881997,03:26 PM,67,No,Yes,104340352,560195808,91,7738.97,msedge.exe,1153.14
1699882057,03:27 PM,67,No,Yes,104346446,560215914,91,7736.08,msedge.exe,1153.14
1699882118,03:28 PM,66,No,Yes,104366616,560289037,92,7763.24,msedge.exe,1152.75
1699882178,03:29 PM,66,No,Yes,104371250,560309301,91,7749.53,msedge.exe,1152.72
1699882239,03:30 PM,66,No,Yes,104385859,560366029,91,7832.5,msedge.exe,1152.65
1699882300,03:31 PM,65,No,Yes,104390071,560383762,91,7756.97,msedge.exe,1152.7
1699882360,03:32 PM,65,No,Yes,104394833,560416192,91,7739.88,msedge.exe,1152.72
1699882421,03:33 PM,65,No,Yes,104400227,560440542,91,7741.33,msedge.exe,1152.98
1699882481,03:34 PM,65,No,Yes,104402827,560468180,91,7731.34,msedge.exe,1152.56
1699882542,03:35 PM,64,No,Yes,104406844,560485538,91,7722.99,msedge.exe,1152.38
1699882602,03:36 PM,64,No,Yes,104453663,560776723,91,8038.04,msedge.exe,1210.94
1699882663,03:37 PM,64,No,Yes,104458098,560799693,91,7786.62,msedge.exe,1209.83
1699882724,03:38 PM,63,No,Yes,104465019,560843499,91,7786.06,msedge.exe,1205.94
1699882784,03:39 PM,63,No,Yes,104480698,560885227,91,7944.37,msedge.exe,1283.78
1699882845,03:40 PM,63,No,Yes,104488165,560922737,91,7877.42,msedge.exe,1227.72
1699882905,03:41 PM,62,No,Yes,104507948,560966555,91,7968.08,msedge.exe,1228.43
1699882966,03:42 PM,62,No,Yes,104511635,560994562,91,7877.4,msedge.exe,1222.12
1699883026,03:43 PM,62,No,Yes,104515487,561016825,92,7924.24,msedge.exe,1222.11
1699883087,03:44 PM,62,No,Yes,104533942,561070734,92,7929.48,msedge.exe,1231.52
1699883148,03:45 PM,61,No,Yes,104543302,561095601,91,7899.51,msedge.exe,1225.16
1699883208,03:46 PM,61,No,Yes,104549717,561123196,91,7886.35,msedge.exe,1225.92
1699883269,03:47 PM,61,No,Yes,104556434,561149384,91,7972.2,msedge.exe,1225.14
1699883329,03:48 PM,60,No,Yes,104561924,561173657,91,7973.36,msedge.exe,1224.99
1699883390,03:49 PM,60,No,Yes,104572871,561198061,92,7974.41,msedge.exe,1208.88
1699883450,03:50 PM,60,No,Yes,104576044,561226965,91,7932.6,msedge.exe,1207.59
1699883511,03:51 PM,59,No,Yes,104582675,561249800,91,7932.69,msedge.exe,1207.73
1699883571,03:52 PM,59,No,Yes,104685316,561298503,91,7930.55,msedge.exe,1206.84
1699883632,03:53 PM,59,No,Yes,104694990,561352155,92,7844.66,msedge.exe,1201.24
1699883692,03:54 PM,58,No,Yes,104707258,561389163,93,7877.27,msedge.exe,1221.38
1699883753,03:55 PM,58,No,Yes,104714760,561411616,92,7817.16,msedge.exe,1220.66
1699883813,03:56 PM,58,No,Yes,104718789,561435778,91,7804.53,msedge.exe,1220.57
1699883874,03:57 PM,57,No,Yes,104735538,561467654,91,7807.36,msedge.exe,1220.45
1699883934,03:58 PM,57,No,Yes,104742609,561502039,91,7809.65,msedge.exe,1221.2
1699883995,03:59 PM,57,No,Yes,104820136,561737060,92,7868.44,msedge.exe,1207.54
1699884055,04:00 PM,56,No,Yes,104846088,561801933,92,7960.08,msedge.exe,1206.96
1699884116,04:01 PM,56,No,Yes,105527403,574524417,92,8074.78,msedge.exe,1392.78
1699884177,04:02 PM,56,No,Yes,105614914,576884797,92,8016.97,msedge.exe,1316.01
1699884237,04:03 PM,55,No,Yes,105625303,576918606,92,8011.43,msedge.exe,1312.92
1699884298,04:04 PM,55,No,Yes,105641432,577047026,92,7998.69,msedge.exe,1312.23
1699884358,04:05 PM,54,No,Yes,107585901,585743724,92,9585.24,msedge.exe,2778.15
1699884419,04:06 PM,54,No,Yes,108214013,586481307,92,9439.28,msedge.exe,2782.68
1699884479,04:07 PM,54,No,Yes,108623514,586714497,92,9483.15,msedge.exe,2783.05
1699884540,04:09 PM,53,No,Yes,109080496,587299210,91,9423.44,msedge.exe,2772.93
1699884601,04:10 PM,53,No,Yes,109484463,587521607,91,9411.97,msedge.exe,2764.0
1699884661,04:11 PM,52,No,Yes,109897316,587751683,93,9555.6,msedge.exe,2752.08
1699884722,04:12 PM,52,No,Yes,110293368,587951244,92,9439.56,msedge.exe,2726.4
1699884782,04:13 PM,52,No,Yes,110683919,588153628,91,9394.73,msedge.exe,2728.86
1699884843,04:14 PM,51,No,Yes,111065585,588343971,91,9392.84,msedge.exe,2731.4
1699884904,04:15 PM,51,No,Yes,111453000,588553538,91,9390.24,msedge.exe,2734.82
1699884964,04:16 PM,51,No,Yes,112113269,589001124,92,9412.78,msedge.exe,2781.47
1699885025,04:17 PM,50,No,Yes,112137292,589050283,92,9452.58,msedge.exe,2757.77
1699885085,04:18 PM,50,No,Yes,112161720,589158946,92,9470.65,msedge.exe,2757.98
1699885146,04:19 PM,50,No,Yes,112171570,589195052,91,9445.23,msedge.exe,2749.08
1699885206,04:20 PM,50,No,Yes,112228409,589394158,92,9496.87,msedge.exe,2795.59
1699885267,04:21 PM,49,No,Yes,112389630,589577261,92,9564.48,msedge.exe,2724.94
1699885328,04:22 PM,48,No,Yes,113226431,600469307,92,10208.17,msedge.exe,3355.85
1699885388,04:23 PM,47,No,Yes,113380619,602306845,93,10104.89,msedge.exe,3092.09
1699885449,04:24 PM,47,No,Yes,113485470,602342801,92,10097.29,msedge.exe,3085.8
1699885509,04:25 PM,46,No,Yes,114466336,634160473,91,10029.2,msedge.exe,3080.1
1699885570,04:26 PM,45,No,Yes,114479325,634227712,91,10161.91,msedge.exe,3080.82
1699885631,04:27 PM,45,No,Yes,114492267,634259238,91,10182.23,msedge.exe,3079.53
1699885691,04:28 PM,44,No,Yes,114798128,634324420,90,9658.69,msedge.exe,3090.34
1699885752,04:29 PM,43,No,Yes,114810941,634363190,90,9532.62,msedge.exe,3033.54
1699885812,04:30 PM,43,No,Yes,114828413,634410811,92,9785.61,msedge.exe,3030.15
1699885873,04:31 PM,43,No,Yes,114832992,634439794,92,9713.18,msedge.exe,3023.6
1699885934,04:32 PM,42,No,Yes,114839619,634463366,93,9771.36,msedge.exe,3006.89
1699885994,04:33 PM,42,No,Yes,115186659,636002235,96,9722.6,msedge.exe,2994.69
1699886055,04:34 PM,42,No,Yes,115189498,636025503,94,9646.22,msedge.exe,2994.12
1699886116,04:35 PM,41,No,Yes,115196707,636062257,92,9588.44,msedge.exe,2994.15
1699886176,04:36 PM,41,No,Yes,115199459,636083812,92,9503.05,msedge.exe,2984.35
1699886237,04:37 PM,41,No,Yes,115209284,636118726,92,9367.68,msedge.exe,2904.03
1699886297,04:38 PM,40,No,Yes,115220603,636168345,91,9345.22,msedge.exe,2904.55
1699887634,05:00 PM,40,No,Yes,115224542,636188265,93,9683.4,msedge.exe,2909.89
1699887695,05:01 PM,39,No,Yes,115517123,637479642,93,8511.12,msedge.exe,1345.01
1699887756,05:02 PM,38,No,Yes,115740707,637947160,92,8607.82,msedge.exe,1618.42
1699887816,05:03 PM,38,No,Yes,115892371,638271081,93,8655.08,msedge.exe,1762.08
1699887877,05:04 PM,37,No,Yes,116063326,638644361,93,8617.4,msedge.exe,1757.52
1699887937,05:05 PM,37,No,Yes,116121999,638927182,93,8677.41,msedge.exe,1782.62
1699887998,05:06 PM,37,No,Yes,116131490,638957168,92,8628.18,msedge.exe,1790.16
1699888058,05:07 PM,37,No,Yes,116140858,639005425,92,8583.74,msedge.exe,1749.79
1699888119,05:08 PM,36,No,Yes,116183355,639080342,92,8584.91,msedge.exe,1757.02
1699888179,05:09 PM,36,No,Yes,116189865,639109299,92,8574.62,msedge.exe,1756.9
1699888240,05:10 PM,36,No,Yes,116205290,639149228,92,8615.66,msedge.exe,1758.73
1699888300,05:11 PM,35,No,Yes,116236396,639371728,91,8560.5,msedge.exe,1758.84
1699888361,05:12 PM,35,No,Yes,116306921,639743023,92,8536.19,msedge.exe,1749.8
1699888422,05:13 PM,35,No,Yes,116325278,639788896,92,8506.49,msedge.exe,1728.7
1699888482,05:14 PM,34,No,Yes,116391368,639995836,92,8504.54,msedge.exe,1727.57
1699888543,05:15 PM,34,No,Yes,116402443,640038539,92,8536.42,msedge.exe,1725.53
1699888604,05:16 PM,33,No,Yes,116473216,640427316,92,8507.76,msedge.exe,1747.02
1699888665,05:17 PM,33,No,Yes,116490718,640468190,92,8515.46,msedge.exe,1763.02
1699888726,05:18 PM,33,No,Yes,116540484,640560129,92,8542.21,msedge.exe,1794.15
1699888786,05:19 PM,32,No,Yes,116549969,640598312,93,8479.8,msedge.exe,1721.57
1699888847,05:20 PM,32,No,Yes,116559684,640625196,92,8485.52,msedge.exe,1720.24
1699888907,05:21 PM,32,No,Yes,116573622,640666464,92,8496.0,msedge.exe,1720.72
1699888968,05:22 PM,31,No,Yes,116590962,640727646,92,8490.3,msedge.exe,1721.36
1699889028,05:23 PM,31,No,Yes,116620633,640784879,92,8495.86,msedge.exe,1722.28
1699889089,05:24 PM,31,No,Yes,116631487,640816917,91,8484.28,msedge.exe,1722.23
1699889149,05:25 PM,30,No,Yes,116658804,640916967,91,8569.2,msedge.exe,1722.46
1699889210,05:26 PM,30,No,Yes,116685707,640976712,91,8507.16,msedge.exe,1721.3
1699889271,05:27 PM,30,No,Yes,116697384,641029688,91,8490.01,msedge.exe,1721.32
1699889331,05:28 PM,30,No,Yes,116706449,641055818,91,8485.22,msedge.exe,1721.78
1699889392,05:29 PM,29,No,Yes,116711219,641088873,92,8527.85,msedge.exe,1722.22
1699889453,05:30 PM,29,No,Yes,116718042,641119985,91,8322.76,msedge.exe,1732.67
1699889513,05:31 PM,29,No,Yes,116802208,641457994,92,8387.09,msedge.exe,1762.23
1699889574,05:32 PM,28,No,Yes,116810613,641487528,91,8476.96,msedge.exe,1890.06
1699889634,05:33 PM,28,No,Yes,116816553,641526145,91,8079.28,msedge.exe,1435.8
1699889695,05:34 PM,28,No,Yes,116824005,641552072,91,7984.66,msedge.exe,1342.22
1699889755,05:35 PM,27,No,Yes,116829739,641584818,92,8009.98,msedge.exe,1345.0
1699889816,05:36 PM,27,No,Yes,116845972,641625371,92,8039.73,msedge.exe,1376.83
1699889876,05:37 PM,27,No,Yes,116853564,641668925,91,8007.78,msedge.exe,1370.89
1699889937,05:38 PM,26,No,Yes,116892313,641741352,91,8026.68,msedge.exe,1401.55
1699889997,05:39 PM,26,No,Yes,116899390,641774189,92,8009.19,msedge.exe,1375.09
1699890058,05:40 PM,26,No,Yes,116976109,641917270,91,8113.88,msedge.exe,1395.55
1699890119,05:41 PM,25,No,Yes,117015875,642158599,92,8093.88,msedge.exe,1354.47
1699890179,05:42 PM,25,No,Yes,117029948,642197625,91,7950.13,msedge.exe,1354.04
1699890240,05:44 PM,25,No,Yes,117043922,642234624,91,7972.36,msedge.exe,1377.3
1699890301,05:45 PM,24,No,Yes,117093113,642332843,92,7974.95,msedge.exe,1368.68
1699890361,05:46 PM,24,No,Yes,117719687,643775046,92,8242.08,msedge.exe,1642.8
1699890422,05:47 PM,24,No,Yes,117834871,644461122,92,8202.98,msedge.exe,1566.92
1699890482,05:48 PM,23,No,Yes,117883505,644780083,92,8165.51,msedge.exe,1558.58
1699890543,05:49 PM,23,No,Yes,117909217,644867585,92,8151.12,msedge.exe,1544.37
1699890604,05:50 PM,23,Yes,Yes,118053364,645307258,98,8508.95,msedge.exe,1642.96
1699890664,05:51 PM,24,Yes,Yes,118140593,645446338,95,8492.82,msedge.exe,1586.0
1699890725,05:52 PM,25,Yes,Yes,118160344,645512892,93,8421.89,msedge.exe,1585.67
1699890785,05:53 PM,26,Yes,Yes,118365568,646338026,92,8592.85,msedge.exe,1768.23
1699890846,05:54 PM,27,Yes,Yes,121233829,657437693,93,10341.59,msedge.exe,3501.92
1699890907,05:55 PM,29,Yes,Yes,123383625,660301720,93,10192.26,msedge.exe,3389.8
1699890967,05:56 PM,30,Yes,Yes,123672041,660565705,92,10312.01,msedge.exe,3461.48
1699891028,05:57 PM,31,Yes,Yes,123891982,660795711,92,10254.1,msedge.exe,3487.59
1699891088,05:58 PM,32,Yes,Yes,124081454,661008818,92,10224.5,msedge.exe,3463.51
1699891149,05:59 PM,33,Yes,Yes,124230316,661207297,92,10231.36,msedge.exe,3470.23
1699891209,06:00 PM,34,Yes,Yes,124431919,661465254,92,10245.3,msedge.exe,3493.05
1699891270,06:01 PM,36,Yes,Yes,124631921,661721716,92,10200.38,msedge.exe,3449.58
1699891330,06:02 PM,36,No,No,124631921,661721716,91,6207.37,svchost.exe,1214.16
1699891391,06:03 PM,37,Yes,No,124631921,661721716,90,6007.64,svchost.exe,1184.21
1699891451,06:04 PM,38,Yes,Yes,124742114,661965395,92,6071.97,svchost.exe,1204.18
1699891511,06:05 PM,39,Yes,Yes,124748207,661989850,91,6004.74,svchost.exe,1119.32
1699891572,06:06 PM,40,Yes,Yes,124777327,662038173,92,6056.16,svchost.exe,1139.04
1699891632,06:07 PM,41,Yes,Yes,124779601,662055287,89,5856.68,svchost.exe,1131.48
1699891693,06:08 PM,43,Yes,Yes,124803280,662117911,90,5911.4,svchost.exe,1132.3
1699891753,06:09 PM,44,Yes,Yes,124806493,662136258,89,5858.29,svchost.exe,1103.65
1699891814,06:10 PM,45,Yes,Yes,124809875,662151448,89,5892.56,svchost.exe,1098.62
1699891874,06:11 PM,46,Yes,Yes,124831577,662235450,89,5932.83,svchost.exe,1100.58
1699891935,06:12 PM,48,Yes,Yes,124835492,662258877,89,5887.86,svchost.exe,1101.14
1699891996,06:13 PM,49,Yes,Yes,124838439,662283883,89,5846.35,svchost.exe,1098.2
1699892056,06:14 PM,50,Yes,Yes,124841695,662300036,89,5828.54,svchost.exe,1098.04
1699892117,06:15 PM,51,Yes,Yes,124843929,662313727,89,5826.87,svchost.exe,1097.8
1699892177,06:16 PM,52,Yes,Yes,124879448,662377763,89,5837.15,svchost.exe,1085.6
1699892238,06:17 PM,54,Yes,Yes,124881585,662392001,89,5804.06,svchost.exe,1076.24
1699892299,06:18 PM,55,Yes,Yes,124884958,662412230,89,5802.29,svchost.exe,1074.57
1699892359,06:19 PM,56,Yes,Yes,124903068,662449534,89,5826.08,svchost.exe,1076.03
1699892420,06:20 PM,57,Yes,Yes,124909398,662486377,89,5830.53,svchost.exe,1076.83
1699892480,06:21 PM,58,No,Yes,124957676,662864859,89,6172.76,svchost.exe,1099.13
1699892541,06:22 PM,58,No,Yes,124964131,662907534,89,5858.46,svchost.exe,1099.39
1699892601,06:23 PM,57,No,Yes,124984749,662959423,89,5872.78,svchost.exe,1097.69
1699892662,06:24 PM,57,No,Yes,124994176,663033620,89,5875.47,svchost.exe,1097.3
1699892722,06:25 PM,57,No,Yes,124998804,663061457,89,5877.72,svchost.exe,1096.77
1699892784,06:26 PM,57,No,Yes,125002956,663077960,90,5819.68,svchost.exe,1098.66
1699892845,06:27 PM,56,No,Yes,125005071,663100445,89,5798.65,svchost.exe,1104.12
1699892906,06:28 PM,56,No,Yes,125008227,663124688,89,5795.8,svchost.exe,1102.38
1699892966,06:29 PM,56,No,Yes,125021966,663166573,89,5912.96,svchost.exe,1110.25
1699893027,06:30 PM,56,No,Yes,125025025,663190366,90,5852.81,svchost.exe,1113.56
1699893087,06:31 PM,55,No,Yes,125029860,663220528,89,5825.16,svchost.exe,1111.16
1699893148,06:32 PM,55,No,Yes,125186189,664186887,91,6726.07,svchost.exe,1147.96
1699893208,06:33 PM,54,No,Yes,125943831,667262689,90,6146.8,svchost.exe,1167.78
1699893269,06:34 PM,54,No,Yes,126124005,668418171,91,6366.02,svchost.exe,1141.8
1699893330,06:35 PM,54,No,Yes,126135289,668457202,91,6333.09,svchost.exe,1144.43
1699893390,06:36 PM,53,No,Yes,126140403,668485050,90,6308.6,svchost.exe,1138.34
1699893451,06:37 PM,53,No,Yes,126149858,668516849,90,6305.93,svchost.exe,1138.44
1699893512,06:38 PM,53,No,Yes,126169458,668587759,90,6319.08,svchost.exe,1139.42
1699893572,06:39 PM,53,No,Yes,126172370,668602802,89,6333.96,svchost.exe,1128.06
1699893633,06:40 PM,52,No,Yes,126175812,668630998,89,6267.08,svchost.exe,1127.54
1699893694,06:41 PM,52,No,Yes,126658860,673463634,91,7616.43,svchost.exe,1140.19
1699893755,06:42 PM,51,No,Yes,127030271,683949382,91,7684.94,firefox.exe,1272.99
1699893815,06:43 PM,51,No,Yes,127264119,693632810,91,7604.22,firefox.exe,1255.46
1699893876,06:44 PM,50,No,Yes,127547926,705490561,91,7603.39,firefox.exe,1255.67
1699893937,06:45 PM,50,No,Yes,128491574,725216879,91,7879.35,firefox.exe,1537.57
1699893997,06:46 PM,49,No,Yes,129087797,746879473,91,8101.56,firefox.exe,1533.28
1699894058,06:47 PM,49,No,Yes,129424963,766891293,90,8408.52,firefox.exe,1576.65
1699894119,06:48 PM,48,No,Yes,130393928,791050306,90,8053.83,firefox.exe,1516.73
1699894180,06:49 PM,48,No,Yes,130804919,812107884,90,8082.54,firefox.exe,1560.1
1699894240,06:50 PM,47,No,Yes,131039883,828550963,90,8091.93,firefox.exe,1570.39
1699894301,06:51 PM,47,No,Yes,131345907,853205274,90,8116.25,firefox.exe,1592.15
1699894362,06:52 PM,46,No,Yes,131655714,876635901,90,8112.79,firefox.exe,1596.4
1699894423,06:53 PM,45,No,Yes,132025629,903200748,90,8127.74,firefox.exe,1615.54
1699894484,06:54 PM,45,No,Yes,132467697,928618696,92,8212.07,firefox.exe,1595.33
1699894545,06:55 PM,44,No,Yes,132880928,954741364,91,8222.64,firefox.exe,1619.5
1699894606,06:56 PM,44,No,Yes,133233121,979240909,91,8224.0,firefox.exe,1628.3
1699894667,06:57 PM,43,No,Yes,133642161,999827773,91,8144.54,firefox.exe,1584.23
1699894728,06:58 PM,43,No,Yes,133908382,1015474614,91,8128.84,firefox.exe,1489.99
1699894788,06:59 PM,42,No,Yes,134283370,1031956388,91,8089.39,firefox.exe,1528.53
1699894849,07:00 PM,42,No,Yes,134843454,1041255906,91,8022.56,firefox.exe,1491.61
1699894910,07:01 PM,41,No,Yes,135369012,1050582159,91,8001.54,firefox.exe,1485.12
1699894970,07:02 PM,40,No,Yes,136072346,1073984087,90,8023.84,firefox.exe,1520.97
1699895031,07:03 PM,40,No,Yes,136348843,1094623064,91,8053.57,firefox.exe,1495.95
1699895092,07:04 PM,39,No,Yes,136533958,1103399491,90,7429.18,svchost.exe,1112.59
1699895153,07:05 PM,39,No,Yes,136666677,1104204296,90,6147.03,svchost.exe,1121.45
1699895213,07:06 PM,39,No,Yes,136820900,1104564655,90,6158.94,svchost.exe,1148.65
1699895274,07:07 PM,38,No,Yes,136830869,1104594288,90,6163.1,svchost.exe,1147.86
1699895334,07:08 PM,38,No,Yes,136834257,1104614062,90,6134.03,svchost.exe,1121.47
1699895395,07:09 PM,38,No,Yes,136841117,1104649727,91,6087.62,svchost.exe,1125.61
1699895455,07:10 PM,38,No,Yes,136851326,1104679662,89,6068.34,svchost.exe,1140.93
1699895516,07:11 PM,38,No,Yes,136868013,1104727129,89,6044.41,svchost.exe,1087.18
1699895577,07:12 PM,37,No,Yes,136873771,1104756755,89,6057.71,svchost.exe,1099.34
1699895637,07:13 PM,37,No,Yes,136899631,1104847594,89,6166.69,svchost.exe,1108.24
1699895698,07:14 PM,37,No,Yes,136903765,1104866166,89,6077.27,svchost.exe,1108.85
1699895758,07:15 PM,36,No,Yes,136907191,1104886599,89,6059.44,svchost.exe,1107.45
1699895819,07:16 PM,36,No,Yes,136909716,1104909542,89,6057.06,svchost.exe,1110.88
1699895880,07:18 PM,36,No,Yes,136912935,1104933438,89,6054.1,svchost.exe,1111.71
1699895940,07:19 PM,36,No,Yes,136929043,1105000579,90,6065.46,svchost.exe,1100.22
1699896001,07:20 PM,35,No,Yes,137132163,1106674485,87,6107.6,svchost.exe,1122.59
1699896062,07:21 PM,35,No,Yes,137135048,1106698297,87,6081.53,svchost.exe,1126.32
1699896122,07:22 PM,35,No,Yes,137143320,1106716026,87,6061.1,svchost.exe,1100.99
1699896183,07:23 PM,35,No,Yes,137145717,1106735893,87,6047.04,svchost.exe,1100.34
1699896243,07:24 PM,34,No,Yes,137148952,1106750352,87,6040.06,svchost.exe,1100.52
1699896304,07:25 PM,34,Yes,Yes,137180570,1106829370,91,6141.2,svchost.exe,1147.44
1699896365,07:26 PM,35,Yes,Yes,137207711,1106884206,92,6256.9,svchost.exe,1175.81
1699896426,07:27 PM,37,Yes,Yes,137220892,1106926523,92,6250.87,svchost.exe,1148.64
1699896486,07:28 PM,38,Yes,Yes,137236712,1106977984,90,6259.66,svchost.exe,1136.06
1699896547,07:29 PM,39,Yes,Yes,137246222,1107029303,90,6188.4,svchost.exe,1135.76
1699896608,07:30 PM,40,Yes,Yes,137253725,1107059783,91,6203.87,svchost.exe,1129.35
1699896668,07:31 PM,41,Yes,Yes,137266581,1107107556,90,6161.62,svchost.exe,1110.64
1699896729,07:32 PM,43,Yes,Yes,137271716,1107128177,90,6157.21,svchost.exe,1110.76
